unused,unused,topic,songFragment
,,money,Jeszcze jeden kościół jeszcze większyJeszcze okazalszy jeszcze potężniejszyOn przyszedł do nas i dał nam miłośćPowiedział ludzie kochajcie sięA wy mu w podzięce przybiliście ręceWielkimi gwoździami waszych
,,money,"Była w domu wilgoć, która ściany zżera, Była w domu matka gruba jak cholera, Mieszkał z nami ojciec - pijak i ladaco, Za ekshibicjonizm pożegnał się z pracą. Żyła z nami siostra, była przy nadziei. Świetnie"
,,money,"Jak trudno szczęście znaleźć dobrze wiesz,Tak często szukasz go   Gonitwą zanim więc wypełniasz czas   I szukasz szukasz wciąż  Pieniądze to za mało by je mieć  Na darmo trudzisz się    Chcesz lekko żyć"
,,love,Mija czas szybko tak Przez palce życie ucieka nam Jesteś wciąż obok mnie Za to właśnie kocham cie W dłoniach swych trzymasz dzban Naszych wspomnień Szalony czas Jestem wciąż taki sam Tak ciebie kocham Jak
,,love,"jesteś tak piękna dla mnie i święta Gdy dzień się kończy na ciebie czekam Ubrana w uśmiech, podasz mi siebie Pachniesz jak ciasto, smakujesz niebem Potem pójdziemy razem na spacer Przytule sercem do siebie"
,,love,"gdy ktoś mnie pyta patrząc w oczy me wprost czy wiem co to miłość gdy odpowiadam, ze nie bardzo dziś wiem ty odpowiadasz szybko  szelest twoich słów miłość ciepła ust delikatny oddech ciała twego nie zrozumiesz"
,,love,"Dlaczego, mały, masz podbite oczy?  Czy znów twój stary gębę mocno zmoczył? Czy poszły pięści w ruch? Czy znów uderzył w brzuch? Czy życie musi się tak podle toczyć? Daję ci miłość, to najlepsze, co mam, Daję"
,,love,Gwar I szum Ludzi rozbawiony tłum Znów na plaży  Z nieba żar Kto pamięta taki skwar Że piasek parzy? Ale nam nie przeszkadza dzisiaj nic Bo mamy siebie Wszystko tak jak od zawsze miało być I coraz lepiej  Lato
,,love,"powrotu nie ma już nad chmury wznieść się czas to światło w mym sercu gra gdy ty przy mnie trwasz  to właśnie miłość na ziemie trzyma nas to nasza miłość  daje tchnienie nam tak, daje tchnienie nam  poprzez"
,,love,"Tak chciałbym poznać twoje myśli Aż po rozsądku kres Lecz takich marzeń, miła, ziścić Nie umie nawet bies Tu diabłu patrzą wciąż na ręce Ty w cieniu chowasz twarz Dla ciebie z piasku bicz ukręcę Gdy tylko"
,,love,"Na pastelowo widzę świat Choć czasem wkrada się tam ślad Szarości smutku, albo westchnień Wstrząsa mnie jak pył  Bo za mną wiele nocy dni Od A do Z przeżytych chwil Dla każdej z nich mam w sobie dom Czule"
,,love,"Na trzeciej randce dałaś mi książkę Myślałem, że to poezji tom Lecz nie, to był katalog z ciuchami Wydany przez wysyłkowy dom Na zaręczyny przyniosłaś z banku Wyciągi i Twój konta numer No cóż, etaty dwa"
,,love,"Miłość jest dziwna? strasznie nerwowa, coś chce powiedzieć, ale się boi, słowa zbyt wielkie ? w spojrzeniach chowa, odwagę miewa tylko w snach swoich. Miłość jest dziwna? trochę szalona, jakby zbyt wiele"
,,money,"Nienormalny świat Za pieniądze mord Chleba ciągle brak Kryzysowy mrok Twych rodziców krzyk Twej dziewczyny płacz Ktoś zatrzymał cię Dokumentów brak Ref.	Nie rozpaczaj, nie uciekaj 	Świat osiągnął samo"
,,money,"Pomyśl o mnie czasami,kiedy upijam się z kumplami.Pomyśl o mnie dziś w nocy,mówisz że nie lubisz przemocy.REF:Mów do mnie normalnie mówProstymi mów słowami tu.Miasto zesztywniało.Wszyscy uciekli do swoich"
,,money,Wszystko się zmienia szkoda że na gorsze światem rządzi zło czyli pieniądze Wszystko się zmienia szkoda że na gorsze światem rządzi zło czyli pieniądze Wszystko się zmienia szkoda że na gorsze światem
,,money,"Popelina, popelina, popelina To jest mój dom a to mój samochód, popelina Na wakacje jeżdżę raz do roku, popelina Moje książki, moje artykuły, popelina Moje ordery, pieniądze i tytuły, popelina Moja żona,"
,,money,W świętym domu od świtu same święte kłopoty ojciec na starym świętym rowerze do świętej jedzie roboty Święty gwizdek czajnika matkę z świętego snu budzi święte drzwi gdy wychodzi zamyka tak cicho by mnie
,,money,"Nagramy słabą płytę I zachłyśniemy się zachwytem Nagramy słabą płytę By recenzenci mieli, co pisać Nagramy ją za własne pieniądze By zaspokoić swoje żądze Nagramy ją z rozmachem dużym By mieć pewność,"
,,money,Zwr 1: Co dzisiaj jest ważne Pieniądze władza czy życie Dla każdego ważne jest coś innego Dla mnie ważne jest aby zniszczyć zło Ref: Człowiek swoim okrucieństwem Człowiek bezmyślnymi pomysłami Wyrządza
,,money,"Ona i On młodzi tak przeżyli rozkosz pierwszy raz, przezyli cudowne dni, juz nigdy nie zapomną ich. lecz teraz czarny film reżyser los zadrwił z nich, przeżyli okrutny czas, w głowie miłość kwiat.  Czy"
,,money,"Kolejny dzień, kariera dalej toczy się Skoczna muzyka do tego jakiś głupi text Ludzie to kupią, oni tak kochają nas Czas wyjść na scene, przedstawienie zacząć czas Sprzedam się Kupią mnie Kolejne gówno,"
,,money,"Cała gówno, które zrobiłem dziś To będą najlepsze wspomnienia Chce po prostu dać się ponieść nocy To będzie najlepsza terapia dla mnie  Hej, hej Tak, tak /2x  Wiem, ze ty chcesz mnie Wisz, ze ja cie chce"
,,love,"1. Miłość jest piękna ty dobrze o tym wiesz     gdy ktoś Cię kocha i ty go kochasz też     miłość jest piękna , to oczywisty fakt     ona wciąż daje i nigdy nie chce brać   2. Miłość jest piękna nic dodać,"
,,love,"Teraz już wszystko wiem Bawiłem grubo się w Ameryce, USA Gdzieś pod palmami raj Mówia jedź bo tam jest życie  To był piękny czas Życie tętniło w nas Pamiętasz miła Lecz to w ojczyźnie właśnie nam się przydarzyła  Miłość,"
,,love,"Dzielą nas dwa place Cztery ulice Konstrukcje domów Dzieli nas i on, i ona Dzieci, psy i koty  Dzielą nas posiłki I święta, i łikendy Łączy nas tylko jedno: Miłość i papierosy Miłość i papierosy  Dzieli"
,,love,"Dzisiaj kiedy obok jesteś Dajesz mi tak wielkie szczęście Zawsz będę blisko ciebie Z tobą czuje się ja, w niebie  A ty uwierz w miłość Teraz uwierz w nas Nieważne co było To jest dla nas czas A ty uwierz"
,,love,Miłość to uczycie Łączy serca dwa Nieraz chciałem uciec Lecz to nie jest gra  Miłość to uczycie Łączy serca dwa Nieraz chciałem uciec Lecz to nie jest gra /2x Nie jest gra  Ta chwila w której spotkałem
,,love,"Radio, radio, radio, radio!  Ja zasłuchany nocą ty jesteś tylko głosem Ja czasem z tobą usnę Ty kiedy się obudzę  Radio, moja miłość Mój muzyczny świat W świadomości było Wiadomości skład Radio moja miłość Nawet"
,,love,Ja dam ci miłość I nie wezmę nic Ja dam ci miłość I nie wezmę nic  Inni cię nudzą A ja nie do końca W promieniach słońca Chciałbym zabawić się Jak te promienie miłość jest gorąca Chyba nie wiesz o tym
,,love,Żyli krótko nieszczęśliwie  Ale tkliwie kochali się  Cicha panna w późnym rozkwicie  I najmłodszy staruszek Bez  Marzyć dawno już nie umieli  Ale chcieli by stał się cud  By z kimś jeszcze zasnąć w pościeli 
,,love,"ON WRACAŁ DO DOMU JUŻ OD WIELU LAT I WIERZYŁ ZE KTOŚ TAM CZEKA CHOĆ ZADRŻAŁ MU GŁOS WIEM CO USŁYSZAŁEM: MIŁOŚĆ JEST WSZYSTKIM – POWIEDZIAŁ  pamiętam ja wtedy z tego zadrwiłem dziś wiem, że kto szuka ten"
,,love,Słyszę ten dźwięk Znowu Słyszę ten dźwięk Porwał cisze na strzępy i zniknął To serca rytm Uwierz To serca rytm Ono bije żeby zamilknąć Unikasz mnie Unikasz mnie Jeszcze nie wiesz ze losu nie zmienisz Nie
,,money,"Niektórzy żyją nawet dziewięćdziesiąt lat,  Ale przeżyli tylko parę minut, reszta to rutyna. Gdy gwiazdy świecą, kładą się spać. Od ciepłej herbaty dzień się zaczyna.  Spokój, albo ogień. Wolny jest człowiek. Wybiera"
,,money,"Kicham, nie mogę przestać Alergia - nie pomaga skakanie na piętach /4x  mam alergię na kurz mam alergię na pyłki to główne jest wszędzie, we wszystkim Wypytywali lekarze: jak mogę żyć z tym Puchłem na"
,,money,W dzień obracam dużymi sumami A nocami pięknymi paniami Za mną wszystkie panny ganiają  A jednak pieniądze szczęście nie dają  Bo ja jestem biznesmenem Pewnym siebie milionerem Jak coś chce mam na zawołanie Za
,,money,"szukam dupy do chorych eksperymentów szukam typów do napadu na bank wrogowie od dzisiaj wracają bez zębów te wszystkie damy od dziś wracają bez szat  nigdy nie byłem sam, bo nigdy nie byłem kur* nie umiemy"
,,money,"widzę ludzi, z którymi pewnie nigdy nie porozmawiam jak mam cele gonić, skoro na coś się obrażam znów coś mam z tyłu głowy, obok strach zawodowy tylko plany by się położyć, kurde nie odrobię zadań pragnę"
,,money,"no i walka zła z dobrem diabeł i anioł na moim ramieniu do ucha mi szeptają  częściej ten zły nic się nie bój, idź zabierz nagle anioł krzycz do mnie pomyśl, nim wstaniesz  ochłoń bracie ochłoń po co siew"
,,money,"słuchaj to tutaj nagrywamy szczerze zapinam guzik ostatni przecież tu zawija beltę leje po kielichach męczę kac-zakwasy gdy biegam po chodnikach  świat nie podoba mi sie tu, niestety pieniądze, kurt**"
,,money,układ wystarczy być tak daleko tak daleko tak daleko tak daleko tak daleko tak daleko  rozrzucane po blokach pochowane po katach głęboko zakopane gdzieś daleko od nas rozwiazanie problemów dookoła pochodzę
,,money,"patrzę na swoje  po pierwsze nie kieruje cudzym choć mógłbym mieć więcej czy wkładam serce czy może wydaje pieniądze ostatnie by usłyszeli mnie  coś mnie zatyka że mówią nie warto bieganie , magazyn coś"
,,money,"ja nie mogę, on poleci ja nie wlezę, to on wyjmie ja i mój kolega w 10 precyzyjnie klei się do ręki misja jest no to lecimy wszystko pilnowane, zatem wszystko jak leci  ja i mój kolega jak to szybko lecą"
,,love,"Gdzie jest miłość, moja miłość. W jakim lesie  jest zaszyta? Jakich wiatrów, jakich ptaków, jakich ludzi o nią pytać? Gdzie te drogi, gdzie te rzeki, które w twoją  stronę płyną? Gdzie jest miłość, ta"
,,love,"Boże, jak oni się kochali, nie byli duzi, nie byli mali, wzrostu średniego, serca wielkiego, a miłość była jak ze stali.  Ona mu co dzień dawała jabłko, a on jej włosy czesał na gładko, włosy jej czesał, pragnienie"
,,love,gdy cie mijałam widziałam twe spojrzenie tylko ...  w mej głwoie jest marzenie żeby nam się cos zdarzyło  i nasze światy połączyła  bo dobrze wiemy ze to miłość łączy nas choć ukrywamy sie cały czas nie
,,love,"Nagle przestał płynąć czas  W głowie blask wiruje, świat unosi Cię  Sucho w ustach, ciało drży  Chciałbyś wyjść, a nie masz sił i pytasz się  Co tak napadło mnie  Czy znajdę na to lek  Co to w ogóle jest?"
,,love,"Mam co chcę miłość i wiara To są diamenty dwa, to życia miara Lecz jeśli nie ma Cię choćbym się starał Wszystko tracę, świat mój się oddala  Wiem, nie zawsze byłem fair Zły czas wciągał powoli Ty mówiłaś"
,,love,"(Jezus) Jezu, to znowu się stało  Zakochałem się  Aż mnie cos zabolało  Tylko, z daleka jej ciało  A sam widok  To dla mnie za mało  Ona, uśmiecha się do mnie  Ale czy myśli o mnie  Ref.:  Kocham Cię moimi"
,,love,Miła to być miłość niesłychana miałeś paść mi na kolana Miała to być uczucie bez granic Wiem ze nie ma szans już na nic /2x  Dziś się w tobie zakochałam … Czarowałeś mnie sowami pisaliśmy wieczorami Uwierzyłam
,,love,Miłość tęsknotą wielką jest Ja to wiem Dzisiaj nie wierzysz kochać chcesz Dla niego w sercu miłość masz Jest ci źle on już nie wróci musisz chcieć   musisz chcesz uwolnić się zrobić krok by dalej biec
,,love,Za nasza miłość w górę szkoło Nie jeden raz Jak ja kocham ten stan Za to co piękne  W górę szkło Za każdy dzień Za każda noc  Jeden dzień I jedna noc A my Zakochani już Bez zbędnych słów Wystarczy dziś
,,love,"Zobacz, mój skarbie Ile to już lat Przeżyliśmy niejeden sztorm Płakaliśmy niejeden raz Tyle słów rozdzieliło nas  Lecz teraz wiem Mimo tylu łez Wiem ze warto było Za tobą biec Dla ciebie żyćTo nie żadne"
,,money,"Ref.x2 To do czego dążę to nie tylko pieniądze, Wiedza, że dobrze wiem a nie sądzę Miłość, chcę dostać i okazać serce Chyba nic więcej tam odnajdę szczęście. Ero wszedł na mikrofon, znów w wyśmienitej"
,,money,"moje miasto to mrowisko wokół mnie są mrówki, które za pieniądze zrobią wszystko moje miasto to mrowisko za dnia leci tutaj hip-hop, wieczorami wolą disco moje miasto to mrowisko wokół mnie są mrówki,"
,,money,znów znalazłem ślady na podwórku widziałem je na tym starym malunku rozsypane tabletki w moim łóżku już nie chce mi sie żyć nie dzwońcie nigdy do mnie po pieniądze ani w sprawie starych akcji sprzed lat bo
,,money,Jakie Jakie słowa są Ważniejsze od tych Jakie Całą noc bym chciał Powtarzać ci Jakie Jakie myśli są Piękniejsze od tych Jakie Wciąż dla Ciebie mam Na wszystkie dni Jakie Jeśli sławę masz Pieniądze los
,,money,"Ja mam proboszcza, ty masz proboszcza Proboszcz to tutaj władza najwyższa Czuwa nade mną bardzo starannie Przeszukiwane moje sumienie To zgroza | To już jest po prostu zgroza | 4x Strach przed piekłem"
,,money,"A miało przecież być tak pięknie Kanary, Vegas i Tai bei kabriolet i z basenem dom i wielki złoty krąg Pieniądze były ale wyszły gdzie podział się ten cały szmal z ręki do ręki i po wszystkim to taka prosta"
,,money,Gówno gówno gówno gówno... Wszystko to gówno Pieniądze to gówno Miłość to gówno No i przyjaźń to gówno Gównem jest kraj gównem nadzieja Gównem jest rząd bo on gówno zmienia Gówno gówno gówno gówno... Gównem
,,money,"Jestem młodym samotnikiem Który ciągle gna pod wiatr Jak przekonać ciebie mam Mówisz, wiem że będę cierpieć I przeklinać cały świat Urodziłam sie po to, aby grac Ref: A ty uwierz jeszcze raz        A ty"
,,money,"To jest gitary dźwięk Nie żadna rewolucja Za parę groszy grasz Jak tania prostytutka Mówisz ""zmieniam świat"" Lecz on dalej tonie Jest coraz bliżej dna A ty liczysz pieniądze Daj parę groszy, daj parę groszy,"
,,money,"Trudne życie ( muz. R. Łuniewski, sł. K. Łuniewska ) Wyobrażasz sobie, że osiągnąłeś wszystko Jutro stracisz  to normalna rzecz Takie trudne życie jest przy Tobie blisko Nie poczujesz, gdy opuści Cię  Ref."
,,love,"Usłyszałem od doktora, że chore jest serce me, Że jedynym na schorzenie leczeniem kochanie twe Ponoć w twojej fotografii potrafił odnaleźć ślad Pocałunków co radością miłości na resztę lat  No i wiosną"
,,love,Zostałaś w mojej pamięci pomimo upływu lat upływu lat wciąż przegląda fotografie gdy śmiałaś się cudnie tak cudnie tak  przecieram oczy i sam nie wierze to stało się stało się stoisz przede mną i znów
,,love,"nie , nie wyleczyłem z ciebie się na, na jedno słowo wrócę, wiesz ja, ja ciągle nie wiem w co ty grasz kto, kto tobie sprzedał tyle kłamstw  Byliśmy umówieni na miłość,  Czyli na dobre i na złe, To we"
,,love,przychodzi do mnie co dzień chłopak jak na szkwał i smutno patrzy mi w oczy wiele bym dała za to żeby sie śmiał bo mi chłopaka bardzo zal  na świecie barwny kwiecień idzie przez świat a wieczór taki uroczy
,,love,"Dni mijają, czas upływa myśli moje wciąż przy tobie serce moje mocno bije nie wiem co bez ciebie zrobię  ja cię szukam, ciebie nie ma noce takie są samotne napisz, kiedy znowu będziesz wypatrywać będę"
,,love,"Z doświadczenia dobrze o tym wiem Że odległość dla mnie jest jak twój pachnący krem Dzięki bogu mamy Internet Łączę się falami z tobą wtedy, kiedy chcę I popełniam najstraszliwszy grzech Gdy dotykam się"
,,love,"Nie graj cynika na siłę  Mało Ci za to świat braw da  Nie mów, że wszystko w miłości już było  Bo to nieprawda, nieprawda, nieprawda.  Więc przestań cedzić złe słowa  I patrzeć wzrokiem ponurym  Dla Ciebie"
,,love,"I znowu siedzę sam  zastanawiam sie co ma sens butelka whisky stoi obok mnie i tylko ona wie, jak jest źle  udaje przed sobą udaje przed tobą uśmiecham się gdy jesteś oboka to tylko jebana gra bo gdy jestem"
,,love,kroki 3 drinki 2 to taniec serc w nich ty i ja  razem w takiej chwili bardzo chcę w tańcu z tobą zapomnieć się  teraz otwórz szeroko serce weź z życia jak najwięcej tak po prostu poczujesz to teraz otwórz
,,love,"Szwędam się, w miejscu loguję Po kawie i trzech jajkach Pod psychoburym niebem x2 Bułka z miodem I odpaloną zazdrością Bułka z miodem  I odpaloną? Bułka z miodem  I odpaloną zazdrością Bułka z miodem  I"
,,money,"Niektórzy wierzą, że,  po życiu tym następne jest.  Teorii tysiąc znam,  bo każdy szuka swoich prawd.  Wpisane w ludzki los jest to,  by nie dowiedzieć się. Co będzie dalej,  jak potoczy się następny dzień."
,,money,"Wszyscy Tobie powtarzali to Jakie te dziewczyny mądre są Zaczną kochać, gdy pieniądze masz Lecz przestają, gdy się kończy szmal Nie wierzyłeś, że tak może być Pokochałeś właśnie jedną z nich Ref.	Wszyscy"
,,money,"Nowe czasy, nowe ceny, stare życie Tak żyjemy Doświadczeń bagaż, no to nie brakuje weny Miejsce wychowanie To szacunek najważniejszy Tam gdzie mieszka twoje mama W ciebie mocno wierzy Znają cie sąsiedzi Skarżyli"
,,money,Kąpiel poranna  czeka już wanna  pełna po brzeg  piany jak śnieg  szemrze cichutko  mój ty złociutki  połóż się tu  w zapachu bzu  I już lecimy nad dachami miast  Nieważne są pieniądze ani czas  żegnaj
,,money,sam musisz wybrać zarobić czy wydać? sam musisz wybrać sam musisz wybrać żona czy dziwka sam musisz wybrać sam musisz wybrać pieniądze czy przyjaźń sam musisz wybrać sam musisz wybrać to twoja decyzja  prawda
,,money,zabawa jak zabawa tam nasi a tu my a w środku polska sprawa poprzeczka chyba wzwyż  zaba /3x wawa /3x  jedziemy do Warszawy wieziemy dobry listopad  Tak dobry ze karnawał to przy nim suchy ptyś  uśmiechniesz
,,money,trzeba sprzedać i nie ma ze nie gonisz  nie ma przebacz i wjebać sie na OLiS  wytrzymać zegar medal macie ...  maybach rapu którego nie trafisz na promce nie dla umysłowych biedaków wiesz za co nam płacisz
,,money,"w mordę, w mordę jedni lubią lać, drudzy wlewać a to wszystko za pieniądze które możesz wydać albo ciebie za nie mogą równie dobrze jeśli sie nie przydasz za to zawsze sie tu przyda gruby portfel nie ważne"
,,money,"Powiem Ci, powiem tylko...Powiem tylko, nie ma wartości ponad życie,nie ma wolności gdy prawa człowieka są mitem.Nie ma życia gdy za psie pieniądze tyrasz całe życie,zburzyć wszystko zacząć na nowo jak"
,,money,"Hej, dzisiaj przeczytałem, ze złotego tronuPrzyjechał tutaj król wielkiego BabilonuZ dala od niego, w pewnej odległościStoi tłum niewolników własnej wolnościZ dala policja czeka w pogotowiuCzeka na rozkaz,"
,,love,"Dziś rano fb odpalony Profil już sprawdzony Lajki już wstawiony To ty, słodka moja blondi Jak przeglądam teraz twoje fotki  Daj znać kiedy sie spotkamy Kiedy połączymy wszystkie nasze plany Ja chce mieć"
,,love,"siedzi tutaj sama kieruje swój wzrok chce bym zrobił krok  już jest zakochana  tak na procent 100 wie, ze to jest to  pragnie bym łapał ja za rękę biegał za nią i zaglądał pod sukienkę odprowadził do drzwi budził"
,,love,"może nie kochasz i dużo nas dzieli masz już kogoś, nie na nim ci zależy trudno to ukryć, bo jakoś cię znam to była miłość, jestem wciąż trwam  jeszcze mam nadzieje bo coś się z nami dzieje jeden gest i"
,,love,"To drżenie ust Paraliż ciała A wszystko to, Bo obok stała Znów widzę ją, Jest tak blisko Odważyć się i wyznać jej  Od tylu dni co dzień się śni  Jej ciała ruch, Niebiański puch Tak ukochany... Spojrzenia"
,,love,Pokaż mi miłość pierdolenie nie pomoże wam dziś gdy tym majkiem serce i położę na bit mam zakrwawione kartki i martwi wiedzą że rap to wampir a ja tu wnoszę świeża krew pale majki do sampli gdzie twój
,,love,Ona i ja   Siostry dwie   Bieguny dwa   Powiedz mi   Która z nas   Dziś więcej znaczy.    Jej twarz   Moja twarz   Kolor ust   Potęga słów   Jak to jest   Czuję ból   Gdy ona płacze    Zraniłam ją nie
,,love,Bardzo wierze w to ze ten dzień powtórzyć może się Jestem pewien tez ze czujemy wspólny dreszcz Co odkryje jeszcze każdy nowy dzień Gdy znajdziemy obok siebie znowu się  Ciągle płynie czas i nie będzie
,,love,zastygła jak sopel łza zagarnął ją chłód ulicy nie pojmie nigdy nie głodnego syty  gdy masz miłość to trzymaj – nich trwa gdy masz gwiazdę nie pozwól jej spaść gdy masz chwile to czerp z niej aż do dna i
,,love,"przestań mi wreszcie robić nadzieję przestań już kusić, niech coś sie dzieje myślisz, ze chce czekać, robisz błąd  ręce wyciągnij i niech cos złapią na plaży ludzie i tak sie gapią bądź sobą bo tylko to"
,,love,"For a moment a﻿ touch you feel Like a vision of an angel As our love, undecided disappears forever Always longing to have you near Fell the power and the passion Feel me slipping from your hands Please"
,,money,"Służba celna skręciła kola na 60 dieta Parę godzin zeznań, afera w mediach I cich temat! Pod wieżowcem dzieciak pali sort w bletach Poczują swąd posiedzi do wyjaśnienia Artystyczna bohema bierze w obronę"
,,money,"Podjechał po mnie Cześć, część kiwa żebym wsiadał Nie to że me musiał namawiać Dalej siedzę w środku jak murowany Robię się z kłębkiem nerwów Z głośników leci mój numer On go nuci ja zapomniałem tekstu On"
,,money,"Nerwy, nerwy Nerwica Uszczerbek życia  Z każdych słów cię rozlicza, hipokryto Słowo to słowo Nie bierze się znikąd Skąd to się bierze, mów tu szczerze  Czwartek: Zarabiasz tylko na swojej bajerze Wreszcie"
,,money,"1. Nigdy nie będziesz sobą, Fame cię całkowicie pochłonie, Kasa, pieniądze, czy tobie tego brak? Nie za łatwo Ci się żyje, Popularny nie będziesz i tak, Trzeba Cię zniszczyć, Bo będziesz popularny jak"
,,money,"Nowy konflikt światowy, życie mało znaczy Przemoc dookoła, finansowe żądze I choć każdy z osobna chce, by było inaczej Lecą na nas bomby, bomby za pieniądze Nowy konflikt światowy, co wieczór w telewizji"
,,money,"Czy pamiętasz kiedy od ciebie odjeżdżałem Bracia i siostry przekazali mi twoją wolę Idź spokojnie, powoli, nie ustępuj nikomu Tylko głupcy tracą nad sobą kontrolę Tylko nasi wrogowie tracą nad sobą kontrolę"
,,money,"Barykady wznoszą się i płonie ogień walka toczy się tylko w Twojej głowie Gniewne artykuły, strony w internecie głupi, pusty bełkot, który nic nie zmieni Dzieci na ulicy, kogo mają słuchać kogo mają wybrać,"
,,money,"Zawsze musi się znaleźć jakiś kutas na świecie Który ... ma za swego kolegę Płyną wielkie pieniądze, pora karmić demona Europa Zachodnia pyta, gdzie leży Łotwa Dyplomaci z uśmiechem jedzą sery francuskie Wina"
,,money,"Ja wchodzę w ten klub poruszam się wolno ty znajdziesz mnie tu gdzie tobie nie wolno wejść dupą trzęś,Ona by chciała nisko zejść oczy na mnie face to face ty unikasz takich miejsc,gdzie wszyscy zaczarowani"
,,money,"Usiłowanie Mania mienia do znudzenia Już opromienia nam każdy dzień I czy to mienie to cel Czy to mania pilnowania Byle było, by nie mniej  Magia domniemań Mania mienia rozpłomienieniem Zaognieniem dla"
,,love,"Czekałam na miłość, wiedziałam że spełni sie ten sen Ten w którym na zawsze przytulasz mnie Czy to przeznaczenie że w końcu nadszedł wielki dzień  w którym to ty dziś spotkasz mnie   Ty jesteś moim przeznaczeniem"
,,love,"Czekałam na miłość, wiedziałam że spełni sie ten sen Ten w którym na zawsze przytulasz mnie Czy to przeznaczenie że w końcu nadszedł wielki dzień  w którym to ty dziś spotkasz mnie   Ty jesteś moim przeznaczeniem"
,,love,"Bezsenne noce, normalna rzecz dla milionów bo cierpisz za milion, czujesz za miliard i nie chcesz wyjść z domu. Ręka, żyletka, jej zimna stal, delikatne ścięgna Cieńsze niż bletka zrozum Nie wolno ci tego"
,,love,"Swoje oczy zamknąć chcesz,  odejść daleko gdzieś  lecz dobrze wiesz, że serce nie kłamie Pamiętam chwile te  gdy uczyliśmy się swoich ciał, swoich ust na pamięć Swoje oczy zamknąć chcesz,  odejść daleko"
,,love,"SCHIZOFRENIA KOMA MIŁOŚĆ   Cichutko i powoli,lub brutalnie, bez skrupułów, Nadchodzi. Ogarnia całe ciało, pochłania umysł, wyniszcza we mnie Wszystko. Myślę że walczę, lecz mimowolnie oddaję siebie sama, Poddaję"
,,love,"Jestem nieszczesliwie zakochany, Jaki głąb ze Mnie pojebany. Bo myslalem, ze Ona, Jest we Mnie zauroczona. Ona jest piekna i wspaniała, Na Twarzy usmiech zawsze miala. Zamarzylem Sobie Ją na wieki, teraz"
,,love,"codziennie marzę by pójść całkiem inną drogą prześladują mnie moje sny chcę wiedzieć więcej i  choć nie będę z tobą to, co znam nie wystarcza już mi nie zrozumiałam cię wszystkie twoje znaki odczytałam"
,,love,Tysiące serc jeden krzyk ludzie zjednoczeni bo  Nikt nie rozumie dziś czego ludzie chcą  Słowo jak ostrze lwie serce siła tytanów  Boso przejdź przez ta przestrzeń  I wybacz światu ze skraju  W którym
,,love,"Mówisz mi, nie byłem tego wart  Każdy mały gest, wspominał dobry czas  I ten dzień, w którym płomyk zgasł  Jeszcze tlił się żar, wiary w lepszych nas   Więc pytam jak, jak wypowiedzieć mam  Piękne słowa"
,,love,Serce chce kierować gestem Chociaż głowa ma już inny plan Po czym mówię sobie Że nie jestem zakochany w tobie tak
,,money,"W splątanym gaju rąk i nógszepczemy słowa święte,jak kiedyś szeptał młody bógbogini niepojętejole, ole, ole, ola, olibogini niepojętejw czerwonym żarze rzewnych żądzpłoniemy jak pochodniei opadamy w niebo"
,,money,"Życie jak cytrynę wyciskasz Z taką siłą, że aż sok tryska Muzyka, trawa, wódka, zabawa Na głowie stajesz, biją ci brawa Następna dzika małotata Ręce ci we włosy wplata Brzuch ci jeszcze w tym nie przeszkadza"
,,money,Rudy płomień rozpalił się znów Wracam z nieba mam ziemię u stóp Co tam sława i pieniądze Ważne że znów pragnę i błądzę Szukam Ciebie gdzieś musisz tu być Twoje ciało nauczy mnie żyć Kto połączy nas w tej
,,money,"Granice dzielą nas, religie dzielą nas Co jeszcze stworzy świat by trudniej życ Trudniej kochać Pieniądze dzielą nas, ambicje dzielą nas Pytasz mnie gdzie kryje się trochę prawdy Hej, obudź się, daj swemu"
,,money,"Jeśli tylko chcesz się zabawićJeśli tylko tego chcesz - naprawdę chceszKupuj tylko piwo, dobre piwoKuflami wypijaj je ... i już, i jużI JUŻ JEST WESOŁOPRZED OCZAMI KOLOROWOJUŻ JEST WESOŁONIE MYŚLISZ O"
,,money,O asfalt biją kroki Ktoś noc rozdziera krzykiem Na głucho bramę zamknął cieć Policja się schowała Mrok jak sen nieboszczyka Nie moge znaleść drogi twej Ref: Odnajdę każdy ślad i cień na murze Przeszukam
,,money,Mamy dla was narkotyki  Damy wam spróbować  Mamy też frustrację  żeby łatwiej was przekonać  Dostaniecie tylko tyle  Byście wciąż potrzebowali  Potem wprowadzimy zakazy i ustawy I już was mamy  Mamy dla
,,money,Kiedyś wyjdziemy nieśpiąc Poza to co nam się śni I rozbłyśniemy aureolą Wszechświat się skończy A ocaleją tylko ci Co zrozumieli ten dziwoląg Miłość Miłość Miło by było Oddać pieniądze I nie kleić się
,,money,"Oj dużo jest spraw. Prosiłem: Boże zbaw mnie, Już nie chce na to patrzeć, Przecież na wylot znasz mnie. Ja znaczy życie w odbiciu zero, Tylko głupiec się nie przyzna Do pracy nad własną karierą, Choć pod"
,,money,"I.  Szczęście wolne od podatku, zostawione ludziom w spadku po najstarszym dziadku..... No jak myślisz, co za szczęście, w jednych ustach jak zaklęcie slow gorących masz pojecie...    Ref.  Masz czas nie"
,,love,"Walka osobowości tak nazwałbym to, co przed chwilą usłyszałem.  schizofrenie dwubiegunowa przy czym słowo dwu biorę w duży cudzysłów  osobowości jest kilka pacjent majaczy i nie wszytko jest zrozumiałem wiem"
